customer_id,gender,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn,source
3082-WQRVY,Male,14,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,No,IBM
9553-DLCLU,Female,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,No,IBM
1641-BYBTK,Male,6,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,No,IBM
2460-NGXBJ,Male,11,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,No,IBM
2446-ZKVAF,Male,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,No,IBM
0841-NULXI,Male,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,Yes,IBM
3522-CDKHF,Female,32,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,No,IBM
1430-SFQSA,Male,29,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,No,IBM
0411-EZJZE,Female,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,No,IBM
7851-WZEKY,Female,2,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,Yes,IBM
8844-TONUD,Male,13,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,Yes,IBM
8807-ARQET,Female,41,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,No,IBM
8992-CEUEN,Female,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,No,IBM
4320-QMLLA,Male,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,No,IBM
8777-PVYGU,Female,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,No,IBM
8292-ITGYJ,Female,45,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,No,IBM
6870-ZWMNX,Male,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,No,IBM
0621-CXBKL,Female,53,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,No,IBM
5268-DSMNQ,Female,62,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,No,IBM
5334-JLAXU,Female,60,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,No,IBM
4086-YQSNZ,Female,3,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,Yes,IBM
6242-MBHPK,Female,23,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,No,IBM
5868-CZJDR,Male,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,Yes,IBM
9359-UGBTK,Female,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,No,IBM
0135-NMXAP,Female,12,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,Yes,IBM
4782-OSFXZ,Female,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,No,IBM
6479-OAUSD,Male,25,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,No,IBM
7129-ACFOG,Female,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,No,IBM
4189-NAKJS,Male,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,No,IBM
5562-BETPV,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,No,IBM
1282-IHQAC,Male,70,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,No,IBM
9127-FHJBZ,Male,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,No,IBM
6270-OMFIW,Male,60,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,Yes,IBM
1641-RQDAY,Female,32,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,No,IBM
0107-WESLM,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,Yes,IBM
6994-ORCWG,Female,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,No,IBM
1346-UFHAX,Female,13,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,No,IBM
3992-YWPKO,Female,6,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,Yes,IBM
2933-XEUJM,Female,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,No,IBM
0125-LZQXK,Male,15,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,Yes,IBM
5461-QKNTN,Male,43,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,No,IBM
4835-YSJMR,Male,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,No,IBM
8399-YNDCH,Male,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,Yes,IBM
3164-YAXFY,Male,57,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,No,IBM
0887-WBJVH,Female,53,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,No,IBM
4660-IRIBM,Male,18,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,No,IBM
5673-FSSMF,Female,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,Yes,IBM
7670-ZBPOQ,Female,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,No,IBM
8089-UZWLX,Female,71,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,No,IBM
0080-OROZO,Female,35,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,No,IBM
3916-NRPAP,Male,3,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,No,IBM
6807-SIWJI,Male,38,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,No,IBM
8221-HVAYI,Male,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,No,IBM
1579-KLYDT,Male,7,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,Yes,IBM
5232-NXPAY,Female,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,No,IBM
8967-SZQAS,Female,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,No,IBM
4468-KAZHE,Female,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,No,IBM
0455-ENTCR,Male,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,No,IBM
8944-AILEF,Male,15,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,No,IBM
5542-NKVRU,Female,42,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.75,No,IBM
7126-RBHSD,Female,17,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,No,IBM
5370-IIVVL,Male,37,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,No,IBM
6789-HJBWG,Female,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,No,IBM
3927-NLNRY,Male,53,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,Yes,IBM
9087-EYCPR,Female,60,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,No,IBM
6791-YBNAK,Male,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,No,IBM
6358-LYNGM,Male,1,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,Yes,IBM
6077-BDPXA,Female,3,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,No,IBM
0013-MHZWF,Female,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,No,IBM
5494-HECPR,Female,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,Yes,IBM
8268-YDIXR,Male,56,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,No,IBM
9824-BEMCV,Male,17,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,Yes,IBM
1373-ORVIZ,Female,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,Yes,IBM
4291-SHSBH,Male,7,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,No,IBM
6980-IMXXE,Female,69,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,No,IBM
9866-QEVEE,Male,19,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,Yes,IBM
9897-KXHCM,Female,3,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,Yes,IBM
0040-HALCW,Male,54,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,No,IBM
0784-GTUUK,Male,62,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.75,No,IBM
7979-CORPM,Male,24,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,Yes,IBM
2294-DMMUS,Female,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,No,IBM
0872-JCPIB,Male,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,No,IBM
3055-MJDSB,Male,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,No,IBM
9091-WTUUY,Male,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,No,IBM
1618-CFHME,Female,2,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,Yes,IBM
3165-HDOEW,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,Yes,IBM
6581-NQCBA,Female,16,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,Yes,IBM
7115-IRDHS,Female,72,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,No,IBM
8496-DMZUK,Male,30,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4,No,IBM
2040-VZIKE,Female,49,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,No,IBM
9068-VPWQQ,Male,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,No,IBM
0178-SZBHO,Male,47,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,No,IBM
0384-RVBPI,Male,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,No,IBM
1689-MRZQR,Male,34,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,Yes,IBM
1299-AURJA,Female,70,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,No,IBM
4525-VZCZG,Male,54,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.85,No,IBM
1543-LLLFT,Male,61,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,No,IBM
5835-BEQEU,Male,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,Yes,IBM
2788-CJQAQ,Male,13,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,No,IBM
5565-FILXA,Female,16,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,Yes,IBM
0319-QZTCO,Female,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,No,IBM
2120-SMPEX,Male,25,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,No,IBM
0096-FCPUF,Male,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,No,IBM
0668-OGMHD,Female,21,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,No,IBM
5552-ZNFSJ,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,Yes,IBM
2223-KAGMX,Female,15,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,Yes,IBM
6507-ZJSUR,Male,23,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,No,IBM
9408-HRXRK,Female,45,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,No,IBM
5593-SUAOO,Female,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,No,IBM
7321-PKUYW,Female,11,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,Yes,IBM
2833-SLKDQ,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,Yes,IBM
6766-HFKLA,Female,56,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,No,IBM
7595-EUIVN,Female,1,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,Yes,IBM
7617-EYGLW,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,No,IBM
2026-TGDHM,Female,7,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,Yes,IBM
9220-ZNKJI,Female,55,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,No,IBM
4030-VPZBD,Female,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,Yes,IBM
2226-ICFDO,Female,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,No,IBM
0723-VSOBE,Female,45,No,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,No,IBM
5529-GIBVH,Female,47,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,No,IBM
4187-CINZD,Female,46,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,Yes,IBM
9992-UJOEL,Male,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,No,IBM
4741-WWJQZ,Female,2,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,No,IBM
6625-UTXEW,Female,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,No,IBM
6818-WOBHJ,Female,68,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,Yes,IBM
6244-BESBM,Male,69,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,No,IBM
1004-NOZNR,Male,56,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,No,IBM
1251-STYSZ,Female,4,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,No,IBM
2612-PHGOX,Male,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,No,IBM
2408-TZMJL,Male,59,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,Yes,IBM
8480-PPONV,Male,62,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,No,IBM
8780-IHCRN,Male,63,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.65,No,IBM
4598-ZADCK,Female,53,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,No,IBM
1257-SXUXQ,Male,5,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,No,IBM
9681-KYGYB,Male,49,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,No,IBM
7182-OVLBJ,Female,62,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,No,IBM
5095-ETBRJ,Female,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,No,IBM
7005-CYUIL,Female,71,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,No,IBM
4821-WQOYN,Female,72,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,No,IBM
4730-AWNAU,Male,36,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,No,IBM
3452-FLHYD,Male,25,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,No,IBM
2388-LAESQ,Female,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,No,IBM
9531-NSBMR,Female,36,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,No,IBM
6260-ONULR,Male,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,No,IBM
4389-UEFCZ,Female,72,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,No,IBM
8711-LOBKY,Male,59,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,No,IBM
9134-CEQMF,Male,7,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,Yes,IBM
8985-OOPOS,Female,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,No,IBM
8800-ZKRFW,Female,30,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,No,IBM
2616-FLVQC,Male,64,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,No,IBM
9968-FFVVH,Male,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,No,IBM
3108-PCCGG,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,No,IBM
7993-PYKOF,Male,8,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,Yes,IBM
8390-FESFV,Female,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,No,IBM
3022-BEXHZ,Male,67,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,No,IBM
5027-XWQHA,Male,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,Yes,IBM
6248-TKCQV,Female,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,No,IBM
6729-GDNGC,Female,20,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,No,IBM
6198-ZFIOJ,Female,5,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,No,IBM
5989-OMNJE,Female,24,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,No,IBM
4566-QVRRW,Female,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,Yes,IBM
1291-CUOCY,Male,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,No,IBM
9795-SHUHB,Female,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,No,IBM
3230-IUALN,Female,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,No,IBM
0042-RLHYP,Female,69,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,No,IBM
8519-IMDHU,Male,15,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,Yes,IBM
4945-RVMTE,Female,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,No,IBM
0201-OAMXR,Female,70,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,Yes,IBM
1866-NXPSP,Female,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,No,IBM
3372-KWFBM,Male,16,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,Yes,IBM
7831-QGOXH,Female,18,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,Yes,IBM
6393-WRYZE,Female,34,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,Yes,IBM
3941-XTSKM,Male,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,No,IBM
1661-CZBAU,Male,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,No,IBM
6599-RCLCJ,Male,47,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,Yes,IBM
9831-BPFRI,Female,39,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,Yes,IBM
5158-RIVOP,Female,11,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,No,IBM
9788-YTFGE,Male,7,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,No,IBM
9277-JOOMO,Female,3,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,No,IBM
1907-YLNYW,Male,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,No,IBM
1725-MIMXW,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,Yes,IBM
8947-YRTDV,Male,32,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,No,IBM
3161-ONRWK,Male,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,No,IBM
0114-RSRRW,Female,10,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,No,IBM
4565-NLZBV,Female,71,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,No,IBM
0031-PVLZI,Female,4,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Yes,IBM
7206-GZCDC,Female,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Yes,IBM
6682-VCIXC,Female,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,No,IBM
4791-QRGMF,Male,59,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,Yes,IBM
6475-VHUIZ,Female,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,No,IBM
3910-MRQOY,Female,72,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,No,IBM
